ID2,Year,Season,BottomDepth,GravimetricWaterContent,Date
111,2000,Spring,1,0.23178206384181976,2000-04-11
112,2000,Spring,1,0.2711394131183624,2000-04-11
113,2000,Spring,1,0.2426743358373642,2000-04-11
114,2000,Spring,1,0.251648507727846,2000-04-11
115,2000,Spring,1,0.242281469237374,2000-04-11
116,2000,Spring,1,0.2446525339770212,2000-04-11
117,2000,Spring,1,0.25123228876897,2000-04-11
118,2000,Spring,1,0.2540811281674129,2000-04-11
119,2000,Spring,1,0.26636894664909777,2000-04-11
120,2000,Spring,1,0.2608043466884322,2000-04-11
121,2000,Spring,1,0.20253219620770474,2000-04-11
122,2000,Spring,1,0.2850152252265709,2000-04-11
123,2000,Spring,1,0.2568364547891932,2000-04-11
124,2000,Spring,1,0.2427136246996303,2000-04-11
125,2000,Spring,1,0.2592421696139024,2000-04-11
126,2000,Spring,1,0.2523049870668924,2000-04-11
127,2000,Spring,1,0.2680088120058285,2000-04-11
128,2000,Spring,1,0.28790847898481736,2000-04-11
129,2000,Spring,1,0.27938511958441903,2000-04-11
130,2000,Spring,1,0.2637153600354142,2000-04-11
131,2000,Spring,1,0.2898967683513994,2000-04-11
132,2000,Spring,1,0.2480752170085907,2000-04-11
133,2000,Spring,1,0.2725394666194916,2000-04-11
134,2000,Spring,1,0.2592591643333435,2000-04-11
135,2000,Spring,1,0.2860662043094635,2000-04-11
136,2000,Spring,1,0.2576342821121216,2000-04-11
137,2000,Spring,1,0.25853803753852844,2000-04-11
138,2000,Spring,1,0.2287189364433289,2000-04-11
139,2000,Spring,1,0.2450463175773621,2000-04-11
140,2000,Spring,1,0.24947347211874504,2000-04-11
141,2000,Spring,1,0.2466712154188788,2000-04-11
142,2000,Spring,1,0.2445507380939644,2000-04-11
143,2000,Spring,1,0.2476488604778892,2000-04-11
144,2000,Spring,1,0.2533068453315961,2000-04-11
145,2000,Spring,1,0.25193970907067714,2000-04-11
146,2000,Spring,1,0.2776370651788437,2000-04-11
147,2000,Spring,1,0.2931610187313966,2000-04-11
148,2000,Spring,1,0.2863059083418989,2000-04-11
149,2000,Spring,1,0.2498333100201263,2000-04-11
150,2000,Spring,1,0.25884067936270666,2000-04-11
151,2000,Spring,1,0.2698339686463301,2000-04-11
152,2000,Spring,1,0.2557365741784736,2000-04-11
153,2000,Spring,1,0.2491352215790472,2000-04-11
154,2000,Spring,1,0.2669334692839637,2000-04-11
155,2000,Spring,1,0.2842528831844364,2000-04-11
156,2000,Spring,1,0.2861235935191659,2000-04-11
157,2000,Spring,1,0.2636271417140961,2000-04-11
158,2000,Spring,1,0.2630077600479126,2000-04-11
159,2000,Spring,1,0.2307047992944717,2000-04-11
160,2000,Spring,1,0.2499215006828308,2000-04-11
161,2000,Spring,1,0.27202901244163513,2000-04-11
162,2000,Spring,1,0.2911674976348877,2000-04-11
163,2000,Spring,1,0.2807184457778931,2000-04-11
164,2000,Spring,1,0.2464334815740585,2000-04-11
165,2000,Spring,1,0.2489298777180389,2000-04-11
166,2000,Spring,1,0.21838631646878565,2000-04-11
167,2000,Spring,1,0.2505118702372052,2000-04-11
168,2000,Spring,1,0.23414819441452897,2000-04-11
169,2000,Spring,1,0.2377435491772477,2000-04-11
170,2000,Spring,1,0.240452453236227,2000-04-11
171,2000,Spring,1,0.2092193582918035,2000-04-11
172,2000,Spring,1,0.2653132240705807,2000-04-11
173,2000,Spring,1,0.2750387854156365,2000-04-11
174,2000,Spring,1,0.2832814744773308,2000-04-11
175,2000,Spring,1,0.2531138881702634,2000-04-11
176,2000,Spring,1,0.2522467515606077,2000-04-11
177,2000,Spring,1,0.2549101109344029,2000-04-11
178,2000,Spring,1,0.2546108452828112,2000-04-11
179,2000,Spring,1,0.2453232994266651,2000-04-11
180,2000,Spring,1,0.27680996666239405,2000-04-11
181,2000,Spring,1,0.2549158543151426,2000-04-11
182,2000,Spring,1,0.2498438185599459,2000-04-11
183,2000,Spring,1,0.25832879543304443,2000-04-11
184,2000,Spring,1,0.2284719794988632,2000-04-11
185,2000,Spring,1,0.25924140214920044,2000-04-11
186,2000,Spring,1,0.26134204864501953,2000-04-11
187,2000,Spring,1,0.29040229320526123,2000-04-11
188,2000,Spring,1,0.28323933482170105,2000-04-11
189,2000,Spring,1,0.2717370688915253,2000-04-11
190,2000,Spring,1,0.2656935155391693,2000-04-11
191,2000,Spring,1,0.2773441257683127,2000-04-11
192,2000,Spring,1,0.2713188150112064,2000-04-11
193,2000,Spring,1,0.22941987616950602,2000-04-11
194,2000,Spring,1,0.24270610755531385,2000-04-11
195,2000,Spring,1,0.300873150896937,2000-04-11
196,2000,Spring,1,0.2804467266797115,2000-04-11
197,2000,Spring,1,0.26958741996663005,2000-04-11
198,2000,Spring,1,0.2656220126426284,2000-04-11
199,2000,Spring,1,0.2896013290642888,2000-04-11
200,2000,Spring,1,0.2586597981667446,2000-04-11
201,2000,Spring,1,0.25675784028196336,2000-04-11
202,2000,Spring,1,0.2687088815560681,2000-04-11
203,2000,Spring,1,0.23984018582513014,2000-04-11
204,2000,Spring,1,0.2600933592798134,2000-04-11
205,2000,Spring,1,0.25439847354627515,2000-04-11
206,2000,Spring,1,0.22435036512670906,2000-04-11
207,2000,Spring,1,0.27230238914489746,2000-04-11
208,2000,Spring,1,0.2695392370223999,2000-04-11
209,2000,Spring,1,0.2255399078130722,2000-04-11
210,2000,Spring,1,0.2411296218633652,2000-04-11
211,2000,Spring,1,0.2680134177207947,2000-04-11
212,2000,Spring,1,0.26986366510391235,2000-04-11
213,2000,Spring,1,0.31892821192741394,2000-04-11
214,2000,Spring,1,0.2624339163303375,2000-04-11
215,2000,Spring,1,0.2715681708431925,2000-04-11
216,2000,Spring,1,0.2797589189080469,2000-04-11
217,2000,Spring,1,0.24552510286420776,2000-04-11
218,2000,Spring,1,0.28674857793758113,2000-04-11
219,2000,Spring,1,0.2851050570056042,2000-04-11
220,2000,Spring,1,0.29104359658888634,2000-04-11
221,2000,Spring,1,0.2898651591765461,2000-04-11
222,2000,Spring,1,0.2932628352749963,2000-04-11
223,2000,Spring,1,0.240334857622648,2000-04-11
224,2000,Spring,1,0.214339802987658,2000-04-11
225,2000,Spring,1,0.2397284774098506,2000-04-11
226,2000,Spring,1,0.23061860266599796,2000-04-11
227,2000,Spring,1,0.22380503654794534,2000-04-11
228,2000,Spring,1,0.21602745598491774,2000-04-11
229,2000,Spring,1,0.2535896132710805,2000-04-11
230,2000,Spring,1,0.2660731956139251,2000-04-11
231,2000,Spring,1,0.23450911045074466,2000-04-11
232,2000,Spring,1,0.2917658090591431,2000-04-11
233,2000,Spring,1,0.24059994518756864,2000-04-11
234,2000,Spring,1,0.21691185235977173,2000-04-11
235,2000,Spring,1,0.24957072734832764,2000-04-11
236,2000,Spring,1,0.2497714161872864,2000-04-11
237,2000,Spring,1,0.256005734205246,2000-04-11
238,2000,Spring,1,0.2597689628601074,2000-04-11
239,2000,Spring,1,0.25549754500389105,2000-04-11
240,2000,Spring,1,0.2704286022897637,2000-04-11
241,2000,Spring,1,0.25828911172531355,2000-04-11
242,2000,Spring,1,0.2892862804544617,2000-04-11
243,2000,Spring,1,0.26789480078571953,2000-04-11
244,2000,Spring,1,0.29453779566451715,2000-04-11
245,2000,Spring,1,0.3150399682497888,2000-04-11
246,2000,Spring,1,0.28971010590171997,2000-04-11
247,2000,Spring,1,0.24096577275906936,2000-04-11
248,2000,Spring,1,0.2244810317456332,2000-04-11
249,2000,Spring,1,0.243897272502883,2000-04-11
250,2000,Spring,1,0.24268461160463886,2000-04-11
251,2000,Spring,1,0.18697197933782445,2000-04-11
252,2000,Spring,1,0.2385673291706034,2000-04-11
253,2000,Spring,1,0.21774008895597666,2000-04-11
254,2000,Spring,1,0.2965935170650482,2000-04-11
255,2000,Spring,1,0.2455605715513229,2000-04-11
256,2000,Spring,1,0.2558191120624542,2000-04-11
257,2000,Spring,1,0.23275260627269745,2000-04-11
258,2000,Spring,1,0.2247859388589859,2000-04-11
259,2000,Spring,1,0.2460508048534393,2000-04-11
260,2000,Spring,1,0.2681196331977844,2000-04-11
261,2000,Spring,1,0.2675638496875763,2000-04-11
262,2000,Spring,1,0.2391867265950104,2000-04-11
263,2000,Spring,1,0.2851267608541899,2000-04-11
264,2000,Spring,1,0.2591903024325284,2000-04-11
265,2000,Spring,1,0.26668735335570337,2000-04-11
266,2000,Spring,1,0.30617775761828697,2000-04-11
267,2000,Spring,1,0.32563960162282657,2000-04-11
268,2000,Spring,1,0.3280247930533252,2000-04-11
269,2000,Spring,1,0.2746718254795566,2000-04-11
270,2000,Spring,1,0.2541247771529497,2000-04-11
271,2000,Spring,1,0.2548348003840324,2000-04-11
272,2000,Spring,1,0.2482777161406701,2000-04-11
273,2000,Spring,1,0.2506809314740929,2000-04-11
274,2000,Spring,1,0.2427625220592213,2000-04-11
275,2000,Spring,1,0.2548774075058168,2000-04-11
276,2000,Spring,1,0.2666832884440759,2000-04-11
277,2000,Spring,1,0.23335961997509005,2000-04-11
278,2000,Spring,1,0.25651466846466064,2000-04-11
279,2000,Spring,1,0.2355659455060959,2000-04-11
280,2000,Spring,1,0.2372424453496933,2000-04-11
281,2000,Spring,1,0.19983428716659546,2000-04-11
282,2000,Spring,1,0.26309388875961304,2000-04-11
283,2000,Spring,1,0.2507404386997223,2000-04-11
284,2000,Spring,1,0.2291876524686813,2000-04-11
285,2000,Spring,1,0.2368447593787069,2000-04-11
286,2000,Spring,1,0.2785737703150025,2000-04-11
287,2000,Spring,1,0.28115096861681765,2000-04-11
288,2000,Spring,1,0.2881992020682303,2000-04-11
289,2000,Spring,1,0.2789909256435042,2000-04-11
290,2000,Spring,1,0.2498154411792361,2000-04-11
291,2000,Spring,1,0.2841484465193858,2000-04-11
292,2000,Spring,1,0.2791412789593162,2000-04-11
293,2000,Spring,1,0.2635500418368969,2000-04-11
297,2000,Spring,1,0.2517323256947867,2000-04-11
298,2000,Spring,1,0.2526193290001173,2000-04-11
299,2000,Spring,1,0.2622083808418115,2000-04-11
300,2000,Spring,1,0.2589592237570996,2000-04-11
301,2000,Spring,1,0.2356571860727154,2000-04-11
302,2000,Spring,1,0.2460426390171051,2000-04-11
303,2000,Spring,1,0.2251717895269394,2000-04-11
304,2000,Spring,1,0.20438602566719052,2000-04-11
305,2000,Spring,1,0.2390793412923813,2000-04-11
306,2000,Spring,1,0.23636120557785034,2000-04-11
307,2000,Spring,1,0.2670968770980835,2000-04-11
308,2000,Spring,1,0.2699624001979828,2000-04-11
309,2000,Spring,1,0.26491865515708923,2000-04-11
310,2000,Spring,1,0.2782425015863427,2000-04-11
311,2000,Spring,1,0.2855761074391641,2000-04-11
312,2000,Spring,1,0.2903224331199009,2000-04-11
313,2000,Spring,1,0.2735910451341241,2000-04-11
314,2000,Spring,1,0.2633147233448885,2000-04-11
315,2000,Spring,1,0.2633146054807883,2000-04-11
316,2000,Spring,1,0.23820452681942986,2000-04-11
323,2000,Spring,1,0.2450835814262609,2000-04-11
324,2000,Spring,1,0.24967286286893334,2000-04-11
325,2000,Spring,1,0.2614842556530504,2000-04-11
326,2000,Spring,1,0.2670885319778737,2000-04-11
327,2000,Spring,1,0.2584567666053772,2000-04-11
328,2000,Spring,1,0.25106990337371826,2000-04-11
329,2000,Spring,1,0.2476260811090469,2000-04-11
330,2000,Spring,1,0.25657907128334045,2000-04-11
331,2000,Spring,1,0.20498983561992645,2000-04-11
332,2000,Spring,1,0.25269970297813416,2000-04-11
333,2000,Spring,1,0.2698802053928375,2000-04-11
334,2000,Spring,1,0.27998682856559753,2000-04-11
335,2000,Spring,1,0.27908737757112684,2000-04-11
336,2000,Spring,1,0.29742476746576624,2000-04-11
337,2000,Spring,1,0.3076339266064956,2000-04-11
338,2000,Spring,1,0.28530917007865897,2000-04-11
348,2000,Spring,1,0.24880613501911336,2000-04-11
349,2000,Spring,1,0.2629115380322276,2000-04-11
350,2000,Spring,1,0.2691132724285126,2000-04-11
351,2000,Spring,1,0.2314116358757019,2000-04-11
352,2000,Spring,1,0.2600427567958832,2000-04-11
353,2000,Spring,1,0.2480648308992386,2000-04-11
354,2000,Spring,1,0.2573566138744354,2000-04-11
355,2000,Spring,1,0.2396000921726227,2000-04-11
356,2000,Spring,1,0.2770105600357056,2000-04-11
357,2000,Spring,1,0.2842104732990265,2000-04-11
358,2000,Spring,1,0.2891410291194916,2000-04-11
359,2000,Spring,1,0.3067565209972679,2000-04-11
360,2000,Spring,1,0.2779935535317587,2000-04-11
371,2000,Spring,1,0.2504509379406496,2000-04-11
372,2000,Spring,1,0.2263491898775101,2000-04-11
373,2000,Spring,1,0.2657834589481354,2000-04-11
374,2000,Spring,1,0.24346980452537534,2000-04-11
375,2000,Spring,1,0.24761009216308594,2000-04-11
376,2000,Spring,1,0.2592301070690155,2000-04-11
377,2000,Spring,1,0.25460800528526306,2000-04-11
378,2000,Spring,1,0.27044239640235895,2000-04-11
379,2000,Spring,1,0.27866411209106445,2000-04-11
380,2000,Spring,1,0.28575587272644043,2000-04-11
381,2000,Spring,1,0.27998967395762564,2000-04-11
394,2000,Spring,1,0.2452604370730892,2000-04-11
395,2000,Spring,1,0.23522575199604034,2000-04-11
396,2000,Spring,1,0.2490123063325882,2000-04-11
397,2000,Spring,1,0.25463274121284485,2000-04-11
398,2000,Spring,1,0.2361525893211365,2000-04-11
399,2000,Spring,1,0.2695068120956421,2000-04-11
400,2000,Spring,1,0.2696700394153595,2000-04-11
401,2000,Spring,1,0.2667955756187439,2000-04-11
402,2000,Spring,1,0.2659220695495605,2000-04-11
419,2000,Spring,1,0.2388074994087219,2000-04-11
420,2000,Spring,1,0.2514496445655823,2000-04-11
421,2000,Spring,1,0.2990973889827728,2000-04-11
422,2000,Spring,1,0.2422734946012497,2000-04-11
423,2000,Spring,1,0.2467266470193863,2000-04-11
424,2000,Spring,1,0.24025195837020874,2000-04-11
425,2000,Spring,1,0.2597814500331879,2000-04-11
1,2000,Spring,2,0.16446626466523345,2000-04-11
2,2000,Spring,2,0.16928652725569465,2000-04-11
3,2000,Spring,2,0.1939238498325564,2000-04-11
4,2000,Spring,2,0.16812277825036678,2000-04-11
5,2000,Spring,2,0.1603906761222572,2000-04-11
6,2000,Spring,2,0.1678545793492443,2000-04-11
7,2000,Spring,2,0.14419444053239225,2000-04-11
8,2000,Spring,2,0.15345192547141676,2000-04-11
9,2000,Spring,2,0.17656584844997164,2000-04-11
10,2000,Spring,2,0.2335924506187439,2000-04-11
11,2000,Spring,2,0.2457900494337082,2000-04-11
12,2000,Spring,2,0.2314705401659012,2000-04-11
13,2000,Spring,2,0.21453537046909327,2000-04-11
14,2000,Spring,2,0.31698012351989746,2000-04-11
15,2000,Spring,2,0.27980837225914,2000-04-11
16,2000,Spring,2,0.20401296320643766,2000-04-11
17,2000,Spring,2,0.20284629228442866,2000-04-11
18,2000,Spring,2,0.16536779120715256,2000-04-11
19,2000,Spring,2,0.26060999762996945,2000-04-11
20,2000,Spring,2,0.1453841545412526,2000-04-11
21,2000,Spring,2,0.14711215786195206,2000-04-11
22,2000,Spring,2,0.12305230802104787,2000-04-11
23,2000,Spring,2,0.14356776661091272,2000-04-11
24,2000,Spring,2,0.13475905147798115,2000-04-11
25,2000,Spring,2,0.15861661321581422,2000-04-11
26,2000,Spring,2,0.13318049279279134,2000-04-11
27,2000,Spring,2,0.11906842870412665,2000-04-11
28,2000,Spring,2,0.14755824582232555,2000-04-11
29,2000,Spring,2,0.08709410447289967,2000-04-11
30,2000,Spring,2,0.18313270481231325,2000-04-11
31,2000,Spring,2,0.23117977380752566,2000-04-11
32,2000,Spring,2,0.2365063428878784,2000-04-11
33,2000,Spring,2,0.21214431524276733,2000-04-11
34,2000,Spring,2,0.21549853682518005,2000-04-11
35,2000,Spring,2,0.2910287380218506,2000-04-11
36,2000,Spring,2,0.4342271983623505,2000-04-11
37,2000,Spring,2,0.30440667271614075,2000-04-11
38,2000,Spring,2,0.3266157805919647,2000-04-11
39,2000,Spring,2,0.28609962640790826,2000-04-11
40,2000,Spring,2,0.28199612143141434,2000-04-11
41,2000,Spring,2,0.21075708713398025,2000-04-11
42,2000,Spring,2,0.20011986228557724,2000-04-11
43,2000,Spring,2,0.17656796327847707,2000-04-11
44,2000,Spring,2,0.1204,2000-04-11
45,2000,Spring,2,0.09722784402719836,2000-04-11
46,2000,Spring,2,0.11189034804133484,2000-04-11
47,2000,Spring,2,0.12815853360860294,2000-04-11
48,2000,Spring,2,0.13089180164900202,2000-04-11
49,2000,Spring,2,0.11533490720660065,2000-04-11
50,2000,Spring,2,0.13325335364503946,2000-04-11
51,2000,Spring,2,0.14364240207078205,2000-04-11
52,2000,Spring,2,0.14349835918644174,2000-04-11
53,2000,Spring,2,0.15688988929995035,2000-04-11
54,2000,Spring,2,0.25761890411376953,2000-04-11
55,2000,Spring,2,0.23112144072850546,2000-04-11
56,2000,Spring,2,0.2102351188659668,2000-04-11
57,2000,Spring,2,0.2111048698425293,2000-04-11
58,2000,Spring,2,0.2398366630077362,2000-04-11
59,2000,Spring,2,0.2737325131893158,2000-04-11
60,2000,Spring,2,0.29389357566833496,2000-04-11
61,2000,Spring,2,0.4761254787445069,2000-04-11
62,2000,Spring,2,0.1777090395523034,2000-04-11
63,2000,Spring,2,0.16341436908496168,2000-04-11
64,2000,Spring,2,0.2488048448189275,2000-04-11
65,2000,Spring,2,0.2109019002615152,2000-04-11
66,2000,Spring,2,0.21785842541663908,2000-04-11
67,2000,Spring,2,0.1792404165860492,2000-04-11
68,2000,Spring,2,0.16177498110787009,2000-04-11
69,2000,Spring,2,0.1988650332319992,2000-04-11
70,2000,Spring,2,0.2104860813730103,2000-04-11
71,2000,Spring,2,0.13062452116763645,2000-04-11
72,2000,Spring,2,0.15359969135179494,2000-04-11
73,2000,Spring,2,0.10497845025119636,2000-04-11
74,2000,Spring,2,0.15928729224794513,2000-04-11
75,2000,Spring,2,0.16014880018474587,2000-04-11
76,2000,Spring,2,0.14423072381083812,2000-04-11
77,2000,Spring,2,0.16512457501244515,2000-04-11
78,2000,Spring,2,0.18702811389842408,2000-04-11
79,2000,Spring,2,0.3579413592815399,2000-04-11
80,2000,Spring,2,0.2800154685974121,2000-04-11
81,2000,Spring,2,0.2725925445556641,2000-04-11
82,2000,Spring,2,0.27188119292259216,2000-04-11
83,2000,Spring,2,0.21889378130435946,2000-04-11
84,2000,Spring,2,0.2820846140384674,2000-04-11
85,2000,Spring,2,0.2906821966171265,2000-04-11
86,2000,Spring,2,0.2954665422439575,2000-04-11
87,2000,Spring,2,0.1625371304928764,2000-04-11
88,2000,Spring,2,0.15903094920036356,2000-04-11
89,2000,Spring,2,0.16198098600112593,2000-04-11
90,2000,Spring,2,0.1722071271778551,2000-04-11
91,2000,Spring,2,0.2142913769416511,2000-04-11
92,2000,Spring,2,0.20675875047412973,2000-04-11
93,2000,Spring,2,0.2070186833349276,2000-04-11
94,2000,Spring,2,0.1955378583646217,2000-04-11
95,2000,Spring,2,0.21060463402580532,2000-04-11
96,2000,Spring,2,0.17894526331147112,2000-04-11
97,2000,Spring,2,0.2017677317644037,2000-04-11
98,2000,Spring,2,0.1408150845085832,2000-04-11
99,2000,Spring,2,0.13555708367388175,2000-04-11
100,2000,Spring,2,0.10595079822166012,2000-04-11
101,2000,Spring,2,0.17431035846090345,2000-04-11
102,2000,Spring,2,0.1900995332628094,2000-04-11
103,2000,Spring,2,0.18243913362368253,2000-04-11
104,2000,Spring,2,0.18889074200843256,2000-04-11
105,2000,Spring,2,0.2035161218535372,2000-04-11
106,2000,Spring,2,0.2929897606372833,2000-04-11
107,2000,Spring,2,0.2836039066314697,2000-04-11
108,2000,Spring,2,0.34755152463912964,2000-04-11
109,2000,Spring,2,0.3040637969970703,2000-04-11
110,2000,Spring,2,0.2331540286540985,2000-04-11
111,2000,Spring,2,0.2114596515893936,2000-04-11
112,2000,Spring,2,0.26869556307792664,2000-04-11
113,2000,Spring,2,0.2524538040161133,2000-04-11
114,2000,Spring,2,0.2457272542477029,2000-04-11
115,2000,Spring,2,0.1671644857578857,2000-04-11
116,2000,Spring,2,0.16552612535633746,2000-04-11
117,2000,Spring,2,0.16792345275185758,2000-04-11
118,2000,Spring,2,0.16865374613815542,2000-04-11
119,2000,Spring,2,0.17641563569304464,2000-04-11
120,2000,Spring,2,0.20223814514853306,2000-04-11
121,2000,Spring,2,0.13658057980092905,2000-04-11
122,2000,Spring,2,0.28500258699871256,2000-04-11
123,2000,Spring,2,0.1479976539460177,2000-04-11
124,2000,Spring,2,0.20718050518698028,2000-04-11
125,2000,Spring,2,0.14589447520303905,2000-04-11
126,2000,Spring,2,0.14275149603385845,2000-04-11
127,2000,Spring,2,0.17111897539095391,2000-04-11
128,2000,Spring,2,0.1955567068406289,2000-04-11
129,2000,Spring,2,0.1862674089870232,2000-04-11
130,2000,Spring,2,0.2048850886382,2000-04-11
131,2000,Spring,2,0.2272643601219533,2000-04-11
132,2000,Spring,2,0.29940199851989746,2000-04-11
133,2000,Spring,2,0.3052358031272888,2000-04-11
134,2000,Spring,2,0.2938903570175171,2000-04-11
135,2000,Spring,2,0.3026421964168549,2000-04-11
136,2000,Spring,2,0.28856199979782104,2000-04-11
137,2000,Spring,2,0.3547472059726715,2000-04-11
138,2000,Spring,2,0.2259875237941742,2000-04-11
139,2000,Spring,2,0.24078413844108584,2000-04-11
140,2000,Spring,2,0.16871213534779608,2000-04-11
141,2000,Spring,2,0.17401886266381664,2000-04-11
142,2000,Spring,2,0.18042329495289214,2000-04-11
143,2000,Spring,2,0.18206600055130726,2000-04-11
144,2000,Spring,2,0.18439640917013855,2000-04-11
145,2000,Spring,2,0.1814354551137,2000-04-11
146,2000,Spring,2,0.18011728315222295,2000-04-11
147,2000,Spring,2,0.17730456968584746,2000-04-11
