ID2,GravimetricWaterContent,Ammonia,Nitrate,Year,Season,BottomDepth
54,0.2865670919418335,2.143178215812535,3.879618933827473,0,Spring,1
55,0.2275690883398056,0.7372909333953008,5.074116122265743,0,Spring,1
56,0.23910944163799286,1.8172516493362993,7.3843316591660315,0,Spring,1
57,0.23314720392227173,9.421918159938826,14.625641810862325,0,Spring,1
58,0.23864999413490295,0.0,7.932033625937765,0,Spring,1
59,0.25929495692253113,1.1795773250003276,8.225082323756467,0,Spring,1
60,0.27105724811553955,0.5824480547644324,6.069701970100212,0,Spring,1
61,0.3674810528755188,1.2777563594059453,12.072331411933497,0,Spring,1
62,,,,0,Spring,1
63,,,,0,Spring,1
64,,,,0,Spring,1
65,,,,0,Spring,1
66,,,,0,Spring,1
67,,,,0,Spring,1
68,,,,0,Spring,1
69,,,,0,Spring,1
70,,,,0,Spring,1
71,,,,0,Spring,1
72,,,,0,Spring,1
73,,,,0,Spring,1
74,,,,0,Spring,1
75,,,,0,Spring,1
76,,,,0,Spring,1
77,,,,0,Spring,1
78,,,,0,Spring,1
79,0.28895801305770874,4.819018545801764,12.180853017055686,0,Spring,1
80,0.2756284177303314,3.1374509760107694,10.084768329398129,0,Spring,1
81,0.2798147201538086,1.7861633112084463,5.12514900314909,0,Spring,1
82,0.2881850302219391,1.2925665703102045,8.95834780114543,0,Spring,1
83,0.24427568912506104,0.5559938423845954,6.730182818075092,0,Spring,1
84,0.277985543012619,1.5978757736459277,10.922902685494813,0,Spring,1
85,0.2768688201904297,0.19470096950422897,7.196173304493755,0,Spring,1
86,0.2950729727745056,0.0,9.7416052094949,0,Spring,1
87,,,,0,Spring,1
88,,,,0,Spring,1
89,,,,0,Spring,1
90,,,,0,Spring,1
91,,,,0,Spring,1
92,,,,0,Spring,1
93,,,,0,Spring,1
94,,,,0,Spring,1
95,,,,0,Spring,1
96,,,,0,Spring,1
97,,,,0,Spring,1
98,,,,0,Spring,1
99,,,,0,Spring,1
100,,,,0,Spring,1
101,,,,0,Spring,1
102,,,,0,Spring,1
103,,,,0,Spring,1
104,,,,0,Spring,1
105,,,,0,Spring,1
106,0.23311783373355865,0.27737156322166284,6.7490505202221485,0,Spring,1
107,0.28862154483795166,1.0961879002208925,6.493931411978452,0,Spring,1
108,0.2811960279941559,2.4324925973211773,5.239993414100885,0,Spring,1
109,0.27770403027534485,0.7366516645108246,6.05953682945393,0,Spring,1
110,0.2347496598958969,0.9387102936611854,5.944816878581904,0,Spring,1
111,0.23178206384181976,0.7617227813167391,8.161427186103998,0,Spring,1
112,0.2711394131183624,0.2778638129606733,8.489550815486307,0,Spring,1
113,0.2426743358373642,0.16547113401363917,4.983668851656166,0,Spring,1
114,,,,0,Spring,1
115,,,,0,Spring,1
116,,,,0,Spring,1
117,,,,0,Spring,1
118,,,,0,Spring,1
119,,,,0,Spring,1
120,,,,0,Spring,1
121,,,,0,Spring,1
122,,,,0,Spring,1
123,,,,0,Spring,1
124,,,,0,Spring,1
125,,,,0,Spring,1
126,,,,0,Spring,1
127,,,,0,Spring,1
128,,,,0,Spring,1
129,,,,0,Spring,1
130,,,,0,Spring,1
131,,,,0,Spring,1
132,0.2480752170085907,0.883360267952883,5.3174909593631385,0,Spring,1
133,0.2725394666194916,1.2281947249352643,6.270454050618984,0,Spring,1
134,0.2592591643333435,0.27850992299707944,7.755586604437312,0,Spring,1
135,0.2860662043094635,2.2169089269728075,6.6018771384339106,0,Spring,1
136,0.2576342821121216,1.4505192472505894,9.979229975290286,0,Spring,1
137,0.25853803753852844,0.1633841448369233,4.035268568488838,0,Spring,1
138,0.22871893644332886,0.4613551168934835,4.113755615168864,0,Spring,1
139,0.24504631757736206,2.9583111730142413,7.116926392285539,0,Spring,1
140,,,,0,Spring,1
141,,,,0,Spring,1
142,,,,0,Spring,1
143,,,,0,Spring,1
144,,,,0,Spring,1
145,,,,0,Spring,1
146,,,,0,Spring,1
147,,,,0,Spring,1
148,,,,0,Spring,1
149,,,,0,Spring,1
150,,,,0,Spring,1
151,,,,0,Spring,1
152,,,,0,Spring,1
153,,,,0,Spring,1
154,,,,0,Spring,1
155,,,,0,Spring,1
156,,,,0,Spring,1
157,0.26362714171409607,1.7465091321197044,3.452941674846833,0,Spring,1
158,0.2630077600479126,0.4295300787287446,8.844063566526875,0,Spring,1
159,0.23070479929447174,0.4281361504722342,5.633271735793311,0,Spring,1
160,0.2499215006828308,0.5927822623178169,3.770587698412922,0,Spring,1
161,0.27202901244163513,7.189357196053683,9.636754570285447,0,Spring,1
162,0.2911674976348877,1.340620662205256,7.371332094753385,0,Spring,1
163,0.28071844577789307,2.3187651145151853,7.056486282881749,0,Spring,1
164,0.24643348157405853,2.0151098898992807,4.04611534003635,0,Spring,1
165,,,,0,Spring,1
166,,,,0,Spring,1
167,,,,0,Spring,1
168,,,,0,Spring,1
169,,,,0,Spring,1
170,,,,0,Spring,1
171,,,,0,Spring,1
172,,,,0,Spring,1
173,,,,0,Spring,1
174,,,,0,Spring,1
175,,,,0,Spring,1
176,,,,0,Spring,1
177,,,,0,Spring,1
178,,,,0,Spring,1
179,,,,0,Spring,1
180,,,,0,Spring,1
181,,,,0,Spring,1
182,,,,0,Spring,1
183,0.25832879543304443,0.0,8.729594114873068,0,Spring,1
184,0.22847197949886322,6.4935159875885615,10.571157545109275,0,Spring,1
185,0.25924140214920044,0.6393352444411385,7.363875919256947,0,Spring,1
186,0.26134204864501953,0.0,6.568478171811762,0,Spring,1
187,0.29040229320526123,1.364264072389299,7.520139676612734,0,Spring,1
188,0.28323933482170105,2.239365909213456,8.849023014061288,0,Spring,1
189,0.27173706889152527,1.2972169538716551,6.809830829186429,0,Spring,1
190,0.2656935155391693,2.097128910736869,13.976119523351771,0,Spring,1
191,,,,0,Spring,1
192,,,,0,Spring,1
193,,,,0,Spring,1
194,,,,0,Spring,1
195,,,,0,Spring,1
196,,,,0,Spring,1
197,,,,0,Spring,1
198,,,,0,Spring,1
199,,,,0,Spring,1
200,,,,0,Spring,1
201,,,,0,Spring,1
202,,,,0,Spring,1
203,,,,0,Spring,1
204,,,,0,Spring,1
205,,,,0,Spring,1
206,,,,0,Spring,1
207,0.27230238914489746,2.430889073264498,8.153185205926338,0,Spring,1
208,0.2695392370223999,0.8953864710229944,5.4060221231180865,0,Spring,1
209,0.2255399078130722,1.402167920789714,10.844079775143312,0,Spring,1
210,0.24112962186336517,7.788707475217919,22.30223476243247,0,Spring,1
211,0.2680134177207947,0.095917139083586,6.609972061735084,0,Spring,1
212,0.26986366510391235,1.5801474118992613,8.494263985651488,0,Spring,1
213,0.31892821192741394,0.16143680703614066,10.219795535329203,0,Spring,1
214,0.2624339163303375,0.5693056750704677,6.9188368966422535,0,Spring,1
215,,,,0,Spring,1
216,,,,0,Spring,1
217,,,,0,Spring,1
218,,,,0,Spring,1
219,,,,0,Spring,1
220,,,,0,Spring,1
221,,,,0,Spring,1
222,,,,0,Spring,1
223,,,,0,Spring,1
224,,,,0,Spring,1
225,,,,0,Spring,1
226,,,,0,Spring,1
227,,,,0,Spring,1
228,,,,0,Spring,1
229,,,,0,Spring,1
230,,,,0,Spring,1
231,0.23450911045074463,4.10556291316882,2.881288184844723,0,Spring,1
232,0.29176580905914307,1.7556951769495748,5.077285090353399,0,Spring,1
233,0.24059994518756866,2.0925863024325975,6.811496613984962,0,Spring,1
234,0.21691185235977173,1.0784210505090535,9.437588677946358,0,Spring,1
235,0.24957072734832764,2.0266380548254594,6.726539137800209,0,Spring,1
236,0.24977141618728638,0.855163051137166,9.095081250803563,0,Spring,1
237,0.25600573420524597,0.6662588227513083,7.716704899190337,0,Spring,1
238,0.2597689628601074,1.0322770091002391,8.720715895402028,0,Spring,1
239,0.255497545003891,0.5497216826312693,9.164157259914596,0,Spring,1
240,,,,0,Spring,1
241,,,,0,Spring,1
242,,,,0,Spring,1
243,,,,0,Spring,1
244,,,,0,Spring,1
245,,,,0,Spring,1
246,,,,0,Spring,1
247,,,,0,Spring,1
248,,,,0,Spring,1
249,,,,0,Spring,1
250,,,,0,Spring,1
251,,,,0,Spring,1
252,,,,0,Spring,1
253,,,,0,Spring,1
254,0.2965935170650482,2.841482622100037,7.704203074491533,0,Spring,1
255,0.24556057155132294,1.0238623415660688,5.387097465545253,0,Spring,1
256,0.2558191120624542,2.4617796747650997,11.011906826912094,0,Spring,1
257,0.23275260627269745,0.34537197777460704,9.299717421668394,0,Spring,1
258,0.2247859388589859,3.610704169985915,7.4719231315509695,0,Spring,1
259,0.24605080485343933,1.0924620172198298,5.3682693302824855,0,Spring,1
260,0.2681196331977844,0.08050161824418212,7.166075572025122,0,Spring,1
261,0.2675638496875763,0.1269351806553887,7.797706002296399,0,Spring,1
262,,,,0,Spring,1
263,,,,0,Spring,1
264,,,,0,Spring,1
265,,,,0,Spring,1
266,,,,0,Spring,1
267,,,,0,Spring,1
268,,,,0,Spring,1
269,,,,0,Spring,1
270,,,,0,Spring,1
271,,,,0,Spring,1
272,,,,0,Spring,1
273,,,,0,Spring,1
274,,,,0,Spring,1
275,,,,0,Spring,1
276,,,,0,Spring,1
277,0.23335961997509003,1.6648528914801741,4.36241384037966,0,Spring,1
278,0.25651466846466064,9.211589223764227,5.630588433245012,0,Spring,1
279,0.2355659455060959,0.4423316915686407,8.323106026665426,0,Spring,1
280,0.2372424453496933,0.17891182578596804,8.469339073626482,0,Spring,1
281,0.19983428716659546,1.375209872402859,11.345608590660369,0,Spring,1
282,0.26309388875961304,1.4390477140243958,8.028422083330861,0,Spring,1
283,0.2507404386997223,0.4512327745162038,7.624332748935113,0,Spring,1
284,0.22918765246868134,1.2393904292410727,4.880258489140483,0,Spring,1
285,,,,0,Spring,1
286,,,,0,Spring,1
287,,,,0,Spring,1
288,,,,0,Spring,1
289,,,,0,Spring,1
290,,,,0,Spring,1
291,,,,0,Spring,1
292,,,,0,Spring,1
293,,,,0,Spring,1
297,,,,0,Spring,1
298,,,,0,Spring,1
299,,,,0,Spring,1
300,,,,0,Spring,1
301,,,,0,Spring,1
302,0.2460426390171051,0.6700640716465199,4.689062590720153,0,Spring,1
303,0.2251717895269394,0.8125369209132267,3.2439562653525758,0,Spring,1
304,0.20438602566719055,1.3244219270082267,5.4110580280285525,0,Spring,1
305,0.2390793412923813,1.4737997967779757,5.414350551617687,0,Spring,1
306,0.23636120557785034,0.34121895886831966,7.565243315498665,0,Spring,1
307,0.2670968770980835,1.516129926733122,6.712881858873855,0,Spring,1
308,0.2699624001979828,0.8753812923274906,5.674442726277054,0,Spring,1
309,0.26491865515708923,2.196252597949973,7.177598541400319,0,Spring,1
310,,,,0,Spring,1
311,,,,0,Spring,1
312,,,,0,Spring,1
313,,,,0,Spring,1
314,,,,0,Spring,1
315,,,,0,Spring,1
316,,,,0,Spring,1
323,,,,0,Spring,1
324,,,,0,Spring,1
325,,,,0,Spring,1
326,,,,0,Spring,1
327,0.2584567666053772,1.1313619598861837,4.333368518828046,0,Spring,1
328,0.25106990337371826,3.9161262743899297,8.498626517930525,0,Spring,1
329,0.24762608110904694,0.5527018834982287,8.532256737684817,0,Spring,1
330,0.25657907128334045,0.6303288888327934,5.610833105900326,0,Spring,1
331,0.20498983561992645,1.4988062130622035,4.648107262530905,0,Spring,1
332,0.25269970297813416,0.5858553355856742,4.291927083623396,0,Spring,1
333,0.2698802053928375,3.8509032975767976,6.738827801368477,0,Spring,1
334,0.27998682856559753,0.07800755739467541,7.807894936731516,0,Spring,1
335,,,,0,Spring,1
336,,,,0,Spring,1
337,,,,0,Spring,1
338,,,,0,Spring,1
348,,,,0,Spring,1
349,,,,0,Spring,1
350,0.2691132724285126,5.203001127270457,5.363732167222711,0,Spring,1
351,0.2314116358757019,0.932676627402272,8.53200380046625,0,Spring,1
352,0.2600427567958832,1.267314499220885,8.596572928608053,0,Spring,1
353,0.2480648308992386,0.798951444282263,6.519618985847971,0,Spring,1
354,0.2573566138744354,0.0,7.260415426029666,0,Spring,1
355,0.23960009217262268,2.215556587161326,5.171770437594405,0,Spring,1
356,0.27701056003570557,1.3167671599509252,8.13299210283328,0,Spring,1
357,0.2842104732990265,1.5256154587195254,4.983558538855862,0,Spring,1
358,0.2891410291194916,0.0,7.301586934264789,0,Spring,1
359,,,,0,Spring,1
360,,,,0,Spring,1
371,,,,0,Spring,1
372,0.22634918987751007,1.4336408152104936,5.188406586421839,0,Spring,1
373,0.2657834589481354,0.25042705282880917,5.738125630729237,0,Spring,1
374,0.24346980452537537,1.720227648088045,13.212623761703455,0,Spring,1
375,0.24761009216308594,0.0,8.339301594926914,0,Spring,1
376,0.2592301070690155,1.4437473178930598,8.707746867258615,0,Spring,1
377,0.25460800528526306,0.7690677159948813,10.015225399183272,0,Spring,1
378,0.270442396402359,0.6382337198336077,7.002651160432864,0,Spring,1
379,0.27866411209106445,2.9116663566385803,5.564074613257162,0,Spring,1
380,0.28575587272644043,1.2124083930869878,6.374357905344709,0,Spring,1
381,,,,0,Spring,1
394,,,,0,Spring,1
395,0.23522575199604034,1.8217552601076643,7.168866703777208,0,Spring,1
396,0.2490123063325882,1.0563746844712736,6.59149395451895,0,Spring,1
397,0.25463274121284485,0.8252098039704727,5.066811835643818,0,Spring,1
398,0.23615258932113647,0.9227159195537605,4.58010593271465,0,Spring,1
399,0.2695068120956421,0.716703823567964,5.709264818856902,0,Spring,1
400,0.2696700394153595,0.8549814537935476,6.300342935580793,0,Spring,1
401,0.2667955756187439,1.3933088979490735,5.738917472745685,0,Spring,1
402,0.26592206954956055,0.6290904941219945,5.984011169022589,0,Spring,1
419,0.23880749940872192,0.6993838483394726,5.511474923408689,0,Spring,1
420,0.2514496445655823,0.24334063611130555,7.713473503558681,0,Spring,1
421,0.2990973889827728,0.09941398701093626,3.948982064894294,0,Spring,1
422,0.2422734946012497,0.5509984332836313,5.271091734326848,0,Spring,1
423,0.2467266470193863,,,0,Spring,1
424,0.24025195837020874,,,0,Spring,1
425,0.25978145003318787,,,0,Spring,1
1,,,,1,Spring,1
2,,,,1,Spring,1
3,,,,1,Spring,1
4,,,,1,Spring,1
5,0.21325905621051788,0.0,6.77094084367006,1,Spring,1
6,0.23796381056308746,0.0,7.527289560908043,1,Spring,1
7,0.21366257965564728,0.0,6.745406304697131,1,Spring,1
8,0.2129734605550766,0.0,7.435633936152873,1,Spring,1
9,0.19676531851291656,0.0,5.354216672313052,1,Spring,1
10,0.2222972959280014,0.0,5.9507307999975465,1,Spring,1
11,0.22807858884334564,0.46308106227120305,4.563088496283221,1,Spring,1
12,0.19365976750850677,0.4219001038187208,13.964745116292068,1,Spring,1
13,,,,1,Spring,1
14,,,,1,Spring,1
15,,,,1,Spring,1
16,,,,1,Spring,1
17,,,,1,Spring,1
18,,,,1,Spring,1
19,,,,1,Spring,1
20,,,,1,Spring,1
21,,,,1,Spring,1
22,,,,1,Spring,1
23,,,,1,Spring,1
24,,,,1,Spring,1
25,,,,1,Spring,1
26,0.23543374240398407,0.0,5.837809757935598,1,Spring,1
27,0.2338923215866089,0.0,6.643152917594755,1,Spring,1
28,0.22601914405822754,0.0,8.487359386467572,1,Spring,1
29,0.2188466191291809,0.4211306564055533,6.63884392588604,1,Spring,1
30,0.2530444264411926,0.6941111755635047,5.739587881206118,1,Spring,1
31,0.23656059801578522,2.361867091989107,5.350955492857202,1,Spring,1
32,0.2416369765996933,0.6124505758777598,9.147038893895617,1,Spring,1
33,0.21033363044261932,0.0,10.572820927966028,1,Spring,1
34,,,,1,Spring,1
35,,,,1,Spring,1
36,,,,1,Spring,1
37,,,,1,Spring,1
38,,,,1,Spring,1
39,,,,1,Spring,1
40,,,,1,Spring,1
41,,,,1,Spring,1
42,,,,1,Spring,1
43,,,,1,Spring,1
44,,,,1,Spring,1
45,,,,1,Spring,1
46,,,,1,Spring,1
47,,,,1,Spring,1
48,,,,1,Spring,1
49,,,,1,Spring,1
50,,,,1,Spring,1
51,0.24699774384498596,0.33190869766016995,5.890153359224393,1,Spring,1
52,0.26476943492889404,0.9306722524755754,7.010622669490176,1,Spring,1
53,0.2572157084941864,0.0,5.775480963191471,1,Spring,1
54,0.2561558783054352,0.3545970943560841,7.560477404469959,1,Spring,1
55,0.22757168114185333,0.1746448198158925,7.610389239772497,1,Spring,1
56,0.2595147490501404,0.05671615488996418,6.750886510145416,1,Spring,1
57,0.20848751068115234,0.8744280445087328,5.814907833542148,1,Spring,1
58,,,,1,Spring,1
59,,,,1,Spring,1
60,,,,1,Spring,1
61,,,,1,Spring,1
62,,,,1,Spring,1
63,,,,1,Spring,1
64,,,,1,Spring,1
65,,,,1,Spring,1
66,,,,1,Spring,1
67,,,,1,Spring,1
68,,,,1,Spring,1
69,,,,1,Spring,1
70,,,,1,Spring,1
71,,,,1,Spring,1
72,,,,1,Spring,1
73,,,,1,Spring,1
74,,,,1,Spring,1
75,,,,1,Spring,1
76,0.2413838654756546,0.38529589680657167,11.987464181572527,1,Spring,1
77,0.25824636220932007,0.0,6.618034182245662,1,Spring,1
78,0.26846376061439514,0.17104932079205562,10.990144084112593,1,Spring,1
79,0.24488024413585663,0.39426222337155215,8.228585402194222,1,Spring,1
80,0.27065369486808777,0.6863647032030116,8.401113218386921,1,Spring,1
81,0.2548297345638275,0.7199281372436911,5.669790003086411,1,Spring,1
82,0.2696659564971924,0.0,7.586305956689684,1,Spring,1
83,,,,1,Spring,1
84,,,,1,Spring,1
85,,,,1,Spring,1
86,,,,1,Spring,1
87,,,,1,Spring,1
88,,,,1,Spring,1
89,,,,1,Spring,1
90,,,,1,Spring,1
91,,,,1,Spring,1
92,,,,1,Spring,1
93,,,,1,Spring,1
94,,,,1,Spring,1
95,,,,1,Spring,1
96,,,,1,Spring,1
97,,,,1,Spring,1
98,,,,1,Spring,1
99,,,,1,Spring,1
100,,,,1,Spring,1
101,,,,1,Spring,1
102,,,,1,Spring,1
103,0.252047061920166,0.5208535350592509,11.11588949403148,1,Spring,1
104,0.2561703026294708,0.4255903966694667,9.445118176593844,1,Spring,1
105,0.2429201304912567,1.2329936162112296,5.948381823174542,1,Spring,1
106,0.23689910769462585,1.822458690525652,11.938491561656557,1,Spring,1
107,0.22241871058940887,0.14810434491766647,6.243888738558541,1,Spring,1
108,0.25653526186943054,0.011983756321548023,5.862387140540232,1,Spring,1
109,0.2500801384449005,0.02745749234240887,8.120705565792266,1,Spring,1
110,0.19697308540344238,0.8595670710052814,4.8971472729206065,1,Spring,1
111,,,,1,Spring,1
112,,,,1,Spring,1
113,,,,1,Spring,1
114,,,,1,Spring,1
115,,,,1,Spring,1
116,,,,1,Spring,1
117,,,,1,Spring,1
118,,,,1,Spring,1
119,,,,1,Spring,1
120,,,,1,Spring,1
121,,,,1,Spring,1
122,,,,1,Spring,1
123,,,,1,Spring,1
124,,,,1,Spring,1
125,,,,1,Spring,1
126,,,,1,Spring,1
127,,,,1,Spring,1
128,,,,1,Spring,1
129,,,,1,Spring,1
130,0.263558566570282,2.051528664410599,8.045434438175622,1,Spring,1
131,0.25549355149269104,1.6683404821708274,7.312912250789276,1,Spring,1
132,0.22803513705730438,1.3296700175219798,7.144877887284861,1,Spring,1
133,0.2295946329832077,0.5245312234325209,7.253899033596914,1,Spring,1
134,0.2617456912994385,0.13474131461444264,8.572013817562572,1,Spring,1
135,0.2365955114364624,0.4394899857571885,7.299170597763685,1,Spring,1
136,0.22718016803264618,0.11499015270670225,7.683454026425963,1,Spring,1
137,0.2471717745065689,0.4003116111772431,10.659074556788658,1,Spring,1
138,,,,1,Spring,1
139,,,,1,Spring,1
140,,,,1,Spring,1
141,,,,1,Spring,1
142,,,,1,Spring,1
143,,,,1,Spring,1
144,,,,1,Spring,1
145,,,,1,Spring,1
146,,,,1,Spring,1
147,,,,1,Spring,1
148,,,,1,Spring,1
149,,,,1,Spring,1
150,,,,1,Spring,1
151,,,,1,Spring,1
152,,,,1,Spring,1
153,,,,1,Spring,1
154,,,,1,Spring,1
155,,,,1,Spring,1
156,,,,1,Spring,1
157,0.21599535644054413,0.06725332802075394,6.1204138483896,1,Spring,1
158,0.2358199805021286,0.248844071583945,10.480966665232044,1,Spring,1
159,0.2326047271490097,0.38328637368442303,5.6172587325247,1,Spring,1
160,0.23354895412921906,0.08647306458140076,3.479310524931624,1,Spring,1
161,0.2505335807800293,1.2592181820922526,11.068439447247254,1,Spring,1
162,0.2513751983642578,1.1795038670026796,17.008638284308347,1,Spring,1
163,0.23155759274959564,0.1929967409643301,9.0582482751153,1,Spring,1
164,,,,1,Spring,1
165,,,,1,Spring,1
166,,,,1,Spring,1
167,,,,1,Spring,1
168,,,,1,Spring,1
169,,,,1,Spring,1
170,,,,1,Spring,1
171,,,,1,Spring,1
172,,,,1,Spring,1
173,,,,1,Spring,1
174,,,,1,Spring,1
175,,,,1,Spring,1
176,,,,1,Spring,1
177,,,,1,Spring,1
178,,,,1,Spring,1
179,,,,1,Spring,1
180,,,,1,Spring,1
181,,,,1,Spring,1
182,,,,1,Spring,1
183,0.2490757405757904,0.658680726759163,8.05831589111886,1,Spring,1
184,0.24076993763446808,0.1737844881160258,9.505810273326443,1,Spring,1
185,0.25774216651916504,0.07471683897429315,7.662181826304153,1,Spring,1
186,0.20666930079460144,0.22784547986819131,8.12130889995579,1,Spring,1
187,0.21557675302028656,0.7083130273634353,4.730454661635558,1,Spring,1
188,0.25289690494537354,28.443655358333974,26.945839610675034,1,Spring,1
189,0.2334023416042328,0.08530792374819114,10.807427810602798,1,Spring,1
190,,,,1,Spring,1
191,,,,1,Spring,1
192,,,,1,Spring,1
193,,,,1,Spring,1
194,,,,1,Spring,1
195,,,,1,Spring,1
196,,,,1,Spring,1
197,,,,1,Spring,1
198,,,,1,Spring,1
199,,,,1,Spring,1
200,,,,1,Spring,1
201,,,,1,Spring,1
202,,,,1,Spring,1
203,,,,1,Spring,1
204,,,,1,Spring,1
205,,,,1,Spring,1
206,,,,1,Spring,1
207,,,,1,Spring,1
208,0.23750492930412292,0.5102781218298821,4.921749981688192,1,Spring,1
209,0.22336043417453766,0.9038265791824482,5.3935997598833225,1,Spring,1
210,0.22700394690036774,0.8184843585481408,9.093304801503056,1,Spring,1
211,0.2336796075105667,0.15325068242508386,7.866316700196564,1,Spring,1
212,0.2407957911491394,2.0912950679927484,15.265507047763487,1,Spring,1
213,0.22282624244689941,0.42239513919808397,9.478131995176621,1,Spring,1
214,0.2361268848180771,0.2715811333092628,12.514725085049509,1,Spring,1
215,0.2219482809305191,1.0608467087419855,4.3890773935693215,1,Spring,1
216,,,,1,Spring,1
217,,,,1,Spring,1
218,,,,1,Spring,1
219,,,,1,Spring,1
220,,,,1,Spring,1
221,,,,1,Spring,1
222,,,,1,Spring,1
223,,,,1,Spring,1
224,,,,1,Spring,1
225,,,,1,Spring,1
226,,,,1,Spring,1
227,,,,1,Spring,1
228,,,,1,Spring,1
229,,,,1,Spring,1
230,,,,1,Spring,1
231,,,,1,Spring,1
232,,,,1,Spring,1
233,0.2339068204164505,0.0,5.056296861427151,1,Spring,1
234,0.22831521928310394,0.0,7.670564931427022,1,Spring,1
235,0.21990184485912323,0.3727303552691462,13.548274995835515,1,Spring,1
236,0.22593259811401367,1.835429666232855,8.359047892322593,1,Spring,1
237,0.2497231364250183,1.8601403859808614,8.315820149191593,1,Spring,1
238,0.24194088578224182,0.0,13.798352150618637,1,Spring,1
239,0.22566604614257812,0.21315710798749402,14.694492257057846,1,Spring,1
240,0.20628346502780914,0.07410218412897404,5.478847493587902,1,Spring,1
241,,,,1,Spring,1
242,,,,1,Spring,1
243,,,,1,Spring,1
244,,,,1,Spring,1
245,,,,1,Spring,1
246,,,,1,Spring,1
247,,,,1,Spring,1
248,,,,1,Spring,1
249,,,,1,Spring,1
250,,,,1,Spring,1
251,,,,1,Spring,1
252,,,,1,Spring,1
253,,,,1,Spring,1
254,,,,1,Spring,1
255,,,,1,Spring,1
256,0.2403450459241867,0.2871886489716563,13.953259228029056,1,Spring,1
257,0.23800458014011383,0.5254162553582782,11.417455938721321,1,Spring,1
258,0.23317693173885345,1.803876586591236,7.381778880691726,1,Spring,1
259,0.21955305337905884,0.9714518218297098,7.082249695043881,1,Spring,1
260,0.24180327355861664,0.0,5.8249878932966315,1,Spring,1
261,0.2567271888256073,0.023386260668827694,10.690498871461601,1,Spring,1
262,0.22888022661209106,1.2191768957383946,4.372795693649341,1,Spring,1
263,0.2336079180240631,0.8031228955931559,7.178646958042961,1,Spring,1
264,,,,1,Spring,1
265,,,,1,Spring,1
266,,,,1,Spring,1
267,,,,1,Spring,1
268,,,,1,Spring,1
269,,,,1,Spring,1
270,,,,1,Spring,1
271,,,,1,Spring,1
272,,,,1,Spring,1
273,,,,1,Spring,1
274,,,,1,Spring,1
275,,,,1,Spring,1
276,,,,1,Spring,1
277,,,,1,Spring,1
278,,,,1,Spring,1
279,0.23406080901622772,0.23653238139391597,11.717907447819456,1,Spring,1
280,0.23057539761066437,0.33699505394805623,10.353023713543646,1,Spring,1
281,0.22790813446044922,0.34751143157509296,6.4741092038132715,1,Spring,1
282,0.24438108503818512,0.7939669843964797,6.1617391063666345,1,Spring,1
283,0.23377397656440735,0.0,7.750919393287955,1,Spring,1
284,0.2252959907054901,1.067244762565675,5.679952604415465,1,Spring,1
285,0.2546886205673218,0.466192877500832,6.971834700337395,1,Spring,1
286,0.2229451686143875,0.32436239817877405,6.610638649801048,1,Spring,1
287,,,,1,Spring,1
288,,,,1,Spring,1
289,,,,1,Spring,1
290,,,,1,Spring,1
291,,,,1,Spring,1
292,,,,1,Spring,1
293,,,,1,Spring,1
297,,,,1,Spring,1
298,,,,1,Spring,1
299,,,,1,Spring,1
300,,,,1,Spring,1
301,,,,1,Spring,1
302,,,,1,Spring,1
303,,,,1,Spring,1
