ID2,Year,Season,TopDepth,BottomDepth,GravimetricWaterContent,Nitrate,Ammonia
77,2000,Spring,0,1,,,
78,2000,Spring,0,1,,,
79,2000,Spring,0,1,0.28895801305770874,12.180853017055686,4.819018545801764
80,2000,Spring,0,1,0.2756284177303314,10.084768329398129,3.1374509760107694
81,2000,Spring,0,1,0.2798147201538086,5.12514900314909,1.7861633112084463
82,2000,Spring,0,1,0.2881850302219391,8.95834780114543,1.2925665703102045
83,2000,Spring,0,1,0.24427568912506104,6.730182818075092,0.5559938423845954
84,2000,Spring,0,1,0.277985543012619,10.922902685494813,1.5978757736459277
85,2000,Spring,0,1,0.2768688201904297,7.196173304493755,0.19470096950422897
86,2000,Spring,0,1,0.2950729727745056,9.7416052094949,0.0
87,2000,Spring,0,1,,,
88,2000,Spring,0,1,,,
89,2000,Spring,0,1,,,
90,2000,Spring,0,1,,,
91,2000,Spring,0,1,,,
92,2000,Spring,0,1,,,
93,2000,Spring,0,1,,,
94,2000,Spring,0,1,,,
95,2000,Spring,0,1,,,
96,2000,Spring,0,1,,,
97,2000,Spring,0,1,,,
98,2000,Spring,0,1,,,
99,2000,Spring,0,1,,,
100,2000,Spring,0,1,,,
101,2000,Spring,0,1,,,
102,2000,Spring,0,1,,,
103,2000,Spring,0,1,,,
104,2000,Spring,0,1,,,
105,2000,Spring,0,1,,,
106,2000,Spring,0,1,0.23311783373355865,6.7490505202221485,0.27737156322166284
107,2000,Spring,0,1,0.28862154483795166,6.493931411978452,1.0961879002208925
108,2000,Spring,0,1,0.2811960279941559,5.239993414100885,2.4324925973211773
109,2000,Spring,0,1,0.27770403027534485,6.05953682945393,0.7366516645108246
110,2000,Spring,0,1,0.2347496598958969,5.944816878581904,0.9387102936611854
111,2000,Spring,0,1,0.23178206384181976,8.161427186103998,0.7617227813167391
112,2000,Spring,0,1,0.2711394131183624,8.489550815486307,0.2778638129606733
113,2000,Spring,0,1,0.2426743358373642,4.983668851656166,0.16547113401363917
114,2000,Spring,0,1,,,
115,2000,Spring,0,1,,,
116,2000,Spring,0,1,,,
117,2000,Spring,0,1,,,
118,2000,Spring,0,1,,,
119,2000,Spring,0,1,,,
120,2000,Spring,0,1,,,
121,2000,Spring,0,1,,,
122,2000,Spring,0,1,,,
123,2000,Spring,0,1,,,
124,2000,Spring,0,1,,,
125,2000,Spring,0,1,,,
126,2000,Spring,0,1,,,
127,2000,Spring,0,1,,,
128,2000,Spring,0,1,,,
129,2000,Spring,0,1,,,
130,2000,Spring,0,1,,,
131,2000,Spring,0,1,,,
132,2000,Spring,0,1,0.2480752170085907,5.3174909593631385,0.883360267952883
133,2000,Spring,0,1,0.2725394666194916,6.270454050618984,1.2281947249352643
134,2000,Spring,0,1,0.2592591643333435,7.755586604437312,0.27850992299707944
135,2000,Spring,0,1,0.2860662043094635,6.6018771384339106,2.2169089269728075
136,2000,Spring,0,1,0.2576342821121216,9.979229975290286,1.4505192472505894
137,2000,Spring,0,1,0.25853803753852844,4.035268568488838,0.1633841448369233
138,2000,Spring,0,1,0.22871893644332886,4.113755615168864,0.4613551168934835
139,2000,Spring,0,1,0.24504631757736206,7.116926392285539,2.9583111730142413
140,2000,Spring,0,1,,,
141,2000,Spring,0,1,,,
142,2000,Spring,0,1,,,
143,2000,Spring,0,1,,,
144,2000,Spring,0,1,,,
145,2000,Spring,0,1,,,
146,2000,Spring,0,1,,,
147,2000,Spring,0,1,,,
148,2000,Spring,0,1,,,
149,2000,Spring,0,1,,,
150,2000,Spring,0,1,,,
151,2000,Spring,0,1,,,
152,2000,Spring,0,1,,,
153,2000,Spring,0,1,,,
154,2000,Spring,0,1,,,
155,2000,Spring,0,1,,,
156,2000,Spring,0,1,,,
157,2000,Spring,0,1,0.26362714171409607,3.452941674846833,1.7465091321197044
158,2000,Spring,0,1,0.2630077600479126,8.844063566526875,0.4295300787287446
159,2000,Spring,0,1,0.23070479929447174,5.633271735793311,0.4281361504722342
160,2000,Spring,0,1,0.2499215006828308,3.770587698412922,0.5927822623178169
161,2000,Spring,0,1,0.27202901244163513,9.636754570285447,7.189357196053683
162,2000,Spring,0,1,0.2911674976348877,7.371332094753385,1.340620662205256
163,2000,Spring,0,1,0.28071844577789307,7.056486282881749,2.3187651145151853
164,2000,Spring,0,1,0.24643348157405853,4.04611534003635,2.0151098898992807
165,2000,Spring,0,1,,,
166,2000,Spring,0,1,,,
167,2000,Spring,0,1,,,
168,2000,Spring,0,1,,,
169,2000,Spring,0,1,,,
170,2000,Spring,0,1,,,
171,2000,Spring,0,1,,,
172,2000,Spring,0,1,,,
173,2000,Spring,0,1,,,
174,2000,Spring,0,1,,,
175,2000,Spring,0,1,,,
176,2000,Spring,0,1,,,
177,2000,Spring,0,1,,,
178,2000,Spring,0,1,,,
179,2000,Spring,0,1,,,
180,2000,Spring,0,1,,,
181,2000,Spring,0,1,,,
182,2000,Spring,0,1,,,
183,2000,Spring,0,1,0.25832879543304443,8.729594114873068,0.0
184,2000,Spring,0,1,0.22847197949886322,10.571157545109275,6.4935159875885615
185,2000,Spring,0,1,0.25924140214920044,7.363875919256947,0.6393352444411385
186,2000,Spring,0,1,0.26134204864501953,6.568478171811762,0.0
187,2000,Spring,0,1,0.29040229320526123,7.520139676612734,1.364264072389299
188,2000,Spring,0,1,0.28323933482170105,8.849023014061288,2.239365909213456
189,2000,Spring,0,1,0.27173706889152527,6.809830829186429,1.2972169538716551
190,2000,Spring,0,1,0.2656935155391693,13.976119523351771,2.097128910736869
191,2000,Spring,0,1,,,
192,2000,Spring,0,1,,,
193,2000,Spring,0,1,,,
194,2000,Spring,0,1,,,
195,2000,Spring,0,1,,,
196,2000,Spring,0,1,,,
197,2000,Spring,0,1,,,
198,2000,Spring,0,1,,,
199,2000,Spring,0,1,,,
200,2000,Spring,0,1,,,
201,2000,Spring,0,1,,,
202,2000,Spring,0,1,,,
203,2000,Spring,0,1,,,
204,2000,Spring,0,1,,,
205,2000,Spring,0,1,,,
206,2000,Spring,0,1,,,
207,2000,Spring,0,1,0.27230238914489746,8.153185205926338,2.430889073264498
208,2000,Spring,0,1,0.2695392370223999,5.4060221231180865,0.8953864710229944
209,2000,Spring,0,1,0.2255399078130722,10.844079775143312,1.402167920789714
210,2000,Spring,0,1,0.24112962186336517,22.30223476243247,7.788707475217919
211,2000,Spring,0,1,0.2680134177207947,6.609972061735084,0.095917139083586
212,2000,Spring,0,1,0.26986366510391235,8.494263985651488,1.5801474118992613
213,2000,Spring,0,1,0.31892821192741394,10.219795535329203,0.16143680703614066
214,2000,Spring,0,1,0.2624339163303375,6.9188368966422535,0.5693056750704677
215,2000,Spring,0,1,,,
216,2000,Spring,0,1,,,
217,2000,Spring,0,1,,,
218,2000,Spring,0,1,,,
219,2000,Spring,0,1,,,
220,2000,Spring,0,1,,,
221,2000,Spring,0,1,,,
222,2000,Spring,0,1,,,
223,2000,Spring,0,1,,,
224,2000,Spring,0,1,,,
225,2000,Spring,0,1,,,
226,2000,Spring,0,1,,,
227,2000,Spring,0,1,,,
228,2000,Spring,0,1,,,
229,2000,Spring,0,1,,,
230,2000,Spring,0,1,,,
231,2000,Spring,0,1,0.23450911045074463,2.881288184844723,4.10556291316882
232,2000,Spring,0,1,0.29176580905914307,5.077285090353399,1.7556951769495748
233,2000,Spring,0,1,0.24059994518756866,6.811496613984962,2.0925863024325975
234,2000,Spring,0,1,0.21691185235977173,9.437588677946358,1.0784210505090535
235,2000,Spring,0,1,0.24957072734832764,6.726539137800209,2.0266380548254594
236,2000,Spring,0,1,0.24977141618728638,9.095081250803563,0.855163051137166
237,2000,Spring,0,1,0.25600573420524597,7.716704899190337,0.6662588227513083
238,2000,Spring,0,1,0.2597689628601074,8.720715895402028,1.0322770091002391
239,2000,Spring,0,1,0.255497545003891,9.164157259914596,0.5497216826312693
240,2000,Spring,0,1,,,
241,2000,Spring,0,1,,,
242,2000,Spring,0,1,,,
243,2000,Spring,0,1,,,
244,2000,Spring,0,1,,,
245,2000,Spring,0,1,,,
246,2000,Spring,0,1,,,
247,2000,Spring,0,1,,,
248,2000,Spring,0,1,,,
249,2000,Spring,0,1,,,
250,2000,Spring,0,1,,,
251,2000,Spring,0,1,,,
252,2000,Spring,0,1,,,
253,2000,Spring,0,1,,,
254,2000,Spring,0,1,0.2965935170650482,7.704203074491533,2.841482622100037
255,2000,Spring,0,1,0.24556057155132294,5.387097465545253,1.0238623415660688
256,2000,Spring,0,1,0.2558191120624542,11.011906826912094,2.4617796747650997
257,2000,Spring,0,1,0.23275260627269745,9.299717421668394,0.34537197777460704
258,2000,Spring,0,1,0.2247859388589859,7.4719231315509695,3.610704169985915
259,2000,Spring,0,1,0.24605080485343933,5.3682693302824855,1.0924620172198298
260,2000,Spring,0,1,0.2681196331977844,7.166075572025122,0.08050161824418212
261,2000,Spring,0,1,0.2675638496875763,7.797706002296399,0.1269351806553887
262,2000,Spring,0,1,,,
263,2000,Spring,0,1,,,
264,2000,Spring,0,1,,,
265,2000,Spring,0,1,,,
266,2000,Spring,0,1,,,
267,2000,Spring,0,1,,,
268,2000,Spring,0,1,,,
269,2000,Spring,0,1,,,
270,2000,Spring,0,1,,,
271,2000,Spring,0,1,,,
272,2000,Spring,0,1,,,
273,2000,Spring,0,1,,,
274,2000,Spring,0,1,,,
275,2000,Spring,0,1,,,
276,2000,Spring,0,1,,,
277,2000,Spring,0,1,0.23335961997509003,4.36241384037966,1.6648528914801741
278,2000,Spring,0,1,0.25651466846466064,5.630588433245012,9.211589223764227
279,2000,Spring,0,1,0.2355659455060959,8.323106026665426,0.4423316915686407
280,2000,Spring,0,1,0.2372424453496933,8.469339073626482,0.17891182578596804
281,2000,Spring,0,1,0.19983428716659546,11.345608590660369,1.375209872402859
282,2000,Spring,0,1,0.26309388875961304,8.028422083330861,1.4390477140243958
283,2000,Spring,0,1,0.2507404386997223,7.624332748935113,0.4512327745162038
284,2000,Spring,0,1,0.22918765246868134,4.880258489140483,1.2393904292410727
285,2000,Spring,0,1,,,
286,2000,Spring,0,1,,,
287,2000,Spring,0,1,,,
288,2000,Spring,0,1,,,
289,2000,Spring,0,1,,,
290,2000,Spring,0,1,,,
291,2000,Spring,0,1,,,
292,2000,Spring,0,1,,,
293,2000,Spring,0,1,,,
297,2000,Spring,0,1,,,
298,2000,Spring,0,1,,,
299,2000,Spring,0,1,,,
300,2000,Spring,0,1,,,
301,2000,Spring,0,1,,,
302,2000,Spring,0,1,0.2460426390171051,4.689062590720153,0.6700640716465199
303,2000,Spring,0,1,0.2251717895269394,3.2439562653525758,0.8125369209132267
304,2000,Spring,0,1,0.20438602566719055,5.4110580280285525,1.3244219270082267
305,2000,Spring,0,1,0.2390793412923813,5.414350551617687,1.4737997967779757
306,2000,Spring,0,1,0.23636120557785034,7.565243315498665,0.34121895886831966
307,2000,Spring,0,1,0.2670968770980835,6.712881858873855,1.516129926733122
308,2000,Spring,0,1,0.2699624001979828,5.674442726277054,0.8753812923274906
309,2000,Spring,0,1,0.26491865515708923,7.177598541400319,2.196252597949973
310,2000,Spring,0,1,,,
311,2000,Spring,0,1,,,
312,2000,Spring,0,1,,,
313,2000,Spring,0,1,,,
314,2000,Spring,0,1,,,
315,2000,Spring,0,1,,,
316,2000,Spring,0,1,,,
323,2000,Spring,0,1,,,
324,2000,Spring,0,1,,,
325,2000,Spring,0,1,,,
326,2000,Spring,0,1,,,
327,2000,Spring,0,1,0.2584567666053772,4.333368518828046,1.1313619598861837
328,2000,Spring,0,1,0.25106990337371826,8.498626517930525,3.9161262743899297
329,2000,Spring,0,1,0.24762608110904694,8.532256737684817,0.5527018834982287
330,2000,Spring,0,1,0.25657907128334045,5.610833105900326,0.6303288888327934
331,2000,Spring,0,1,0.20498983561992645,4.648107262530905,1.4988062130622035
332,2000,Spring,0,1,0.25269970297813416,4.291927083623396,0.5858553355856742
333,2000,Spring,0,1,0.2698802053928375,6.738827801368477,3.8509032975767976
334,2000,Spring,0,1,0.27998682856559753,7.807894936731516,0.07800755739467541
335,2000,Spring,0,1,,,
336,2000,Spring,0,1,,,
337,2000,Spring,0,1,,,
338,2000,Spring,0,1,,,
348,2000,Spring,0,1,,,
349,2000,Spring,0,1,,,
350,2000,Spring,0,1,0.2691132724285126,5.363732167222711,5.203001127270457
351,2000,Spring,0,1,0.2314116358757019,8.53200380046625,0.932676627402272
352,2000,Spring,0,1,0.2600427567958832,8.596572928608053,1.267314499220885
353,2000,Spring,0,1,0.2480648308992386,6.519618985847971,0.798951444282263
354,2000,Spring,0,1,0.2573566138744354,7.260415426029666,0.0
355,2000,Spring,0,1,0.23960009217262268,5.171770437594405,2.215556587161326
356,2000,Spring,0,1,0.27701056003570557,8.13299210283328,1.3167671599509252
357,2000,Spring,0,1,0.2842104732990265,4.983558538855862,1.5256154587195254
358,2000,Spring,0,1,0.2891410291194916,7.301586934264789,0.0
359,2000,Spring,0,1,,,
360,2000,Spring,0,1,,,
371,2000,Spring,0,1,,,
372,2000,Spring,0,1,0.22634918987751007,5.188406586421839,1.4336408152104936
373,2000,Spring,0,1,0.2657834589481354,5.738125630729237,0.25042705282880917
374,2000,Spring,0,1,0.24346980452537537,13.212623761703455,1.720227648088045
375,2000,Spring,0,1,0.24761009216308594,8.339301594926914,0.0
376,2000,Spring,0,1,0.2592301070690155,8.707746867258615,1.4437473178930598
377,2000,Spring,0,1,0.25460800528526306,10.015225399183272,0.7690677159948813
378,2000,Spring,0,1,0.270442396402359,7.002651160432864,0.6382337198336077
379,2000,Spring,0,1,0.27866411209106445,5.564074613257162,2.9116663566385803
380,2000,Spring,0,1,0.28575587272644043,6.374357905344709,1.2124083930869878
381,2000,Spring,0,1,,,
394,2000,Spring,0,1,,,
395,2000,Spring,0,1,0.23522575199604034,7.168866703777208,1.8217552601076643
396,2000,Spring,0,1,0.2490123063325882,6.59149395451895,1.0563746844712736
397,2000,Spring,0,1,0.25463274121284485,5.066811835643818,0.8252098039704727
398,2000,Spring,0,1,0.23615258932113647,4.58010593271465,0.9227159195537605
399,2000,Spring,0,1,0.2695068120956421,5.709264818856902,0.716703823567964
400,2000,Spring,0,1,0.2696700394153595,6.300342935580793,0.8549814537935476
401,2000,Spring,0,1,0.2667955756187439,5.738917472745685,1.3933088979490735
402,2000,Spring,0,1,0.26592206954956055,5.984011169022589,0.6290904941219945
419,2000,Spring,0,1,0.23880749940872192,5.511474923408689,0.6993838483394726
420,2000,Spring,0,1,0.2514496445655823,7.713473503558681,0.24334063611130555
421,2000,Spring,0,1,0.2990973889827728,3.948982064894294,0.09941398701093626
422,2000,Spring,0,1,0.2422734946012497,5.271091734326848,0.5509984332836313
423,2000,Spring,0,1,0.2467266470193863,,
424,2000,Spring,0,1,0.24025195837020874,,
425,2000,Spring,0,1,0.25978145003318787,,
1,2001,Spring,0,1,,,
2,2001,Spring,0,1,,,
3,2001,Spring,0,1,,,
4,2001,Spring,0,1,,,
5,2001,Spring,0,1,0.21325905621051788,6.77094084367006,0.0
6,2001,Spring,0,1,0.23796381056308746,7.527289560908043,0.0
7,2001,Spring,0,1,0.21366257965564728,6.745406304697131,0.0
8,2001,Spring,0,1,0.2129734605550766,7.435633936152873,0.0
9,2001,Spring,0,1,0.19676531851291656,5.354216672313052,0.0
10,2001,Spring,0,1,0.2222972959280014,5.9507307999975465,0.0
11,2001,Spring,0,1,0.22807858884334564,4.563088496283221,0.46308106227120305
12,2001,Spring,0,1,0.19365976750850677,13.964745116292068,0.4219001038187208
13,2001,Spring,0,1,,,
14,2001,Spring,0,1,,,
15,2001,Spring,0,1,,,
16,2001,Spring,0,1,,,
17,2001,Spring,0,1,,,
18,2001,Spring,0,1,,,
19,2001,Spring,0,1,,,
20,2001,Spring,0,1,,,
21,2001,Spring,0,1,,,
22,2001,Spring,0,1,,,
23,2001,Spring,0,1,,,
24,2001,Spring,0,1,,,
25,2001,Spring,0,1,,,
26,2001,Spring,0,1,0.23543374240398407,5.837809757935598,0.0
27,2001,Spring,0,1,0.2338923215866089,6.643152917594755,0.0
28,2001,Spring,0,1,0.22601914405822754,8.487359386467572,0.0
29,2001,Spring,0,1,0.2188466191291809,6.63884392588604,0.4211306564055533
30,2001,Spring,0,1,0.2530444264411926,5.739587881206118,0.6941111755635047
31,2001,Spring,0,1,0.23656059801578522,5.350955492857202,2.361867091989107
32,2001,Spring,0,1,0.2416369765996933,9.147038893895617,0.6124505758777598
33,2001,Spring,0,1,0.21033363044261932,10.572820927966028,0.0
34,2001,Spring,0,1,,,
35,2001,Spring,0,1,,,
36,2001,Spring,0,1,,,
37,2001,Spring,0,1,,,
38,2001,Spring,0,1,,,
39,2001,Spring,0,1,,,
40,2001,Spring,0,1,,,
41,2001,Spring,0,1,,,
42,2001,Spring,0,1,,,
43,2001,Spring,0,1,,,
44,2001,Spring,0,1,,,
45,2001,Spring,0,1,,,
46,2001,Spring,0,1,,,
47,2001,Spring,0,1,,,
48,2001,Spring,0,1,,,
49,2001,Spring,0,1,,,
50,2001,Spring,0,1,,,
51,2001,Spring,0,1,0.24699774384498596,5.890153359224393,0.33190869766016995
52,2001,Spring,0,1,0.26476943492889404,7.010622669490176,0.9306722524755754
53,2001,Spring,0,1,0.2572157084941864,5.775480963191471,0.0
54,2001,Spring,0,1,0.2561558783054352,7.560477404469959,0.3545970943560841
55,2001,Spring,0,1,0.22757168114185333,7.610389239772497,0.1746448198158925
56,2001,Spring,0,1,0.2595147490501404,6.750886510145416,0.05671615488996418
57,2001,Spring,0,1,0.20848751068115234,5.814907833542148,0.8744280445087328
58,2001,Spring,0,1,,,
59,2001,Spring,0,1,,,
60,2001,Spring,0,1,,,
61,2001,Spring,0,1,,,
62,2001,Spring,0,1,,,
63,2001,Spring,0,1,,,
64,2001,Spring,0,1,,,
65,2001,Spring,0,1,,,
66,2001,Spring,0,1,,,
67,2001,Spring,0,1,,,
68,2001,Spring,0,1,,,
69,2001,Spring,0,1,,,
70,2001,Spring,0,1,,,
71,2001,Spring,0,1,,,
72,2001,Spring,0,1,,,
73,2001,Spring,0,1,,,
74,2001,Spring,0,1,,,
75,2001,Spring,0,1,,,
76,2001,Spring,0,1,0.2413838654756546,11.987464181572527,0.38529589680657167
77,2001,Spring,0,1,0.25824636220932007,6.618034182245662,0.0
78,2001,Spring,0,1,0.26846376061439514,10.990144084112593,0.17104932079205562
79,2001,Spring,0,1,0.24488024413585663,8.228585402194222,0.39426222337155215
80,2001,Spring,0,1,0.27065369486808777,8.401113218386921,0.6863647032030116
81,2001,Spring,0,1,0.2548297345638275,5.669790003086411,0.7199281372436911
82,2001,Spring,0,1,0.2696659564971924,7.586305956689684,0.0
83,2001,Spring,0,1,,,
84,2001,Spring,0,1,,,
85,2001,Spring,0,1,,,
86,2001,Spring,0,1,,,
87,2001,Spring,0,1,,,
88,2001,Spring,0,1,,,
89,2001,Spring,0,1,,,
90,2001,Spring,0,1,,,
91,2001,Spring,0,1,,,
92,2001,Spring,0,1,,,
93,2001,Spring,0,1,,,
94,2001,Spring,0,1,,,
95,2001,Spring,0,1,,,
96,2001,Spring,0,1,,,
97,2001,Spring,0,1,,,
98,2001,Spring,0,1,,,
99,2001,Spring,0,1,,,
100,2001,Spring,0,1,,,
101,2001,Spring,0,1,,,
102,2001,Spring,0,1,,,
103,2001,Spring,0,1,0.252047061920166,11.11588949403148,0.5208535350592509
104,2001,Spring,0,1,0.2561703026294708,9.445118176593844,0.4255903966694667
105,2001,Spring,0,1,0.2429201304912567,5.948381823174542,1.2329936162112296
106,2001,Spring,0,1,0.23689910769462585,11.938491561656557,1.822458690525652
107,2001,Spring,0,1,0.22241871058940887,6.243888738558541,0.14810434491766647
108,2001,Spring,0,1,0.25653526186943054,5.862387140540232,0.011983756321548023
109,2001,Spring,0,1,0.2500801384449005,8.120705565792266,0.02745749234240887
110,2001,Spring,0,1,0.19697308540344238,4.8971472729206065,0.8595670710052814
111,2001,Spring,0,1,,,
112,2001,Spring,0,1,,,
113,2001,Spring,0,1,,,
114,2001,Spring,0,1,,,
115,2001,Spring,0,1,,,
116,2001,Spring,0,1,,,
117,2001,Spring,0,1,,,
118,2001,Spring,0,1,,,
119,2001,Spring,0,1,,,
120,2001,Spring,0,1,,,
121,2001,Spring,0,1,,,
122,2001,Spring,0,1,,,
123,2001,Spring,0,1,,,
124,2001,Spring,0,1,,,
125,2001,Spring,0,1,,,
126,2001,Spring,0,1,,,
127,2001,Spring,0,1,,,
128,2001,Spring,0,1,,,
129,2001,Spring,0,1,,,
130,2001,Spring,0,1,0.263558566570282,8.045434438175622,2.051528664410599
131,2001,Spring,0,1,0.25549355149269104,7.312912250789276,1.6683404821708274
132,2001,Spring,0,1,0.22803513705730438,7.144877887284861,1.3296700175219798
133,2001,Spring,0,1,0.2295946329832077,7.253899033596914,0.5245312234325209
134,2001,Spring,0,1,0.2617456912994385,8.572013817562572,0.13474131461444264
135,2001,Spring,0,1,0.2365955114364624,7.299170597763685,0.4394899857571885
136,2001,Spring,0,1,0.22718016803264618,7.683454026425963,0.11499015270670225
137,2001,Spring,0,1,0.2471717745065689,10.659074556788658,0.4003116111772431
138,2001,Spring,0,1,,,
139,2001,Spring,0,1,,,
140,2001,Spring,0,1,,,
141,2001,Spring,0,1,,,
142,2001,Spring,0,1,,,
143,2001,Spring,0,1,,,
144,2001,Spring,0,1,,,
145,2001,Spring,0,1,,,
146,2001,Spring,0,1,,,
147,2001,Spring,0,1,,,
148,2001,Spring,0,1,,,
149,2001,Spring,0,1,,,
150,2001,Spring,0,1,,,
151,2001,Spring,0,1,,,
152,2001,Spring,0,1,,,
153,2001,Spring,0,1,,,
154,2001,Spring,0,1,,,
155,2001,Spring,0,1,,,
156,2001,Spring,0,1,,,
157,2001,Spring,0,1,0.21599535644054413,6.1204138483896,0.06725332802075394
158,2001,Spring,0,1,0.2358199805021286,10.480966665232044,0.248844071583945
159,2001,Spring,0,1,0.2326047271490097,5.6172587325247,0.38328637368442303
160,2001,Spring,0,1,0.23354895412921906,3.479310524931624,0.08647306458140076
161,2001,Spring,0,1,0.2505335807800293,11.068439447247254,1.2592181820922526
162,2001,Spring,0,1,0.2513751983642578,17.008638284308347,1.1795038670026796
163,2001,Spring,0,1,0.23155759274959564,9.0582482751153,0.1929967409643301
164,2001,Spring,0,1,,,
165,2001,Spring,0,1,,,
166,2001,Spring,0,1,,,
167,2001,Spring,0,1,,,
168,2001,Spring,0,1,,,
169,2001,Spring,0,1,,,
170,2001,Spring,0,1,,,
171,2001,Spring,0,1,,,
172,2001,Spring,0,1,,,
173,2001,Spring,0,1,,,
174,2001,Spring,0,1,,,
175,2001,Spring,0,1,,,
176,2001,Spring,0,1,,,
177,2001,Spring,0,1,,,
178,2001,Spring,0,1,,,
179,2001,Spring,0,1,,,
180,2001,Spring,0,1,,,
181,2001,Spring,0,1,,,
182,2001,Spring,0,1,,,
183,2001,Spring,0,1,0.2490757405757904,8.05831589111886,0.658680726759163
184,2001,Spring,0,1,0.24076993763446808,9.505810273326443,0.1737844881160258
185,2001,Spring,0,1,0.25774216651916504,7.662181826304153,0.07471683897429315
186,2001,Spring,0,1,0.20666930079460144,8.12130889995579,0.22784547986819131
187,2001,Spring,0,1,0.21557675302028656,4.730454661635558,0.7083130273634353
188,2001,Spring,0,1,0.25289690494537354,26.945839610675034,28.443655358333974
189,2001,Spring,0,1,0.2334023416042328,10.807427810602798,0.08530792374819114
190,2001,Spring,0,1,,,
191,2001,Spring,0,1,,,
192,2001,Spring,0,1,,,
193,2001,Spring,0,1,,,
194,2001,Spring,0,1,,,
195,2001,Spring,0,1,,,
196,2001,Spring,0,1,,,
197,2001,Spring,0,1,,,
198,2001,Spring,0,1,,,
199,2001,Spring,0,1,,,
200,2001,Spring,0,1,,,
201,2001,Spring,0,1,,,
202,2001,Spring,0,1,,,
203,2001,Spring,0,1,,,
204,2001,Spring,0,1,,,
205,2001,Spring,0,1,,,
206,2001,Spring,0,1,,,
207,2001,Spring,0,1,,,
208,2001,Spring,0,1,0.23750492930412292,4.921749981688192,0.5102781218298821
209,2001,Spring,0,1,0.22336043417453766,5.3935997598833225,0.9038265791824482
210,2001,Spring,0,1,0.22700394690036774,9.093304801503056,0.8184843585481408
211,2001,Spring,0,1,0.2336796075105667,7.866316700196564,0.15325068242508386
